user,review,rating
Bella Rahmatullah,Kesini karena lagi punya voucher diskon experience dari traveloka. Sengaja pilih hari Senin pas weekday biar ga rame atau antri kalau main. Kebetulan ada anak SD dan SMP juga yang lagi kegiatan luar sekolah disini. Makin siang juga ada …,5
T. Gideon K.,"tempat rekreasi yang asyik sebenarnya... dengan HTM 100ribu doang, tapi puas sekali. ada area yang memberikan kita pengetahuan umum tentang Indonesia, budaya, mata uang, sejarah, komplit sih, ada juga area permainan, dengan wahana2 yang …",4
Ibnu Fauzan,"Tanpa antri karena hari biasa.Beli tiket via traveloka,tinggal scan trus cetak tiket",5
Ipung -,"Kesini bersama rombongan keluarga besar di long weekend, kondisinya cukup ramai tapi tidak sampai mengantri panjang wahana permainan. …",4
Safitri Eka Anggraeni,"Makin bagus.. byk wahana baru yg pastinya buat anak"" makin betah di sana..
Dgn harga @100k bisa main sepuasnya di dlm sana.. keren dahh pokoknya..
Gak pernah nyesel deh kok main di jatim park 1",5
Jeffry Hokindtri,"Sudah 2 kali kesini, overal wahananya asik-asik! Satu hari cukup untuk habisin waktu disini, wahana ada yang semua umur, ada yang bersyarat. Tiket terbilang murah dan bebas mengulang tiap wahananya. …",5
Endik Sutikno,"sangat edukatif buat anak dalam masa golden grow, untuk pengenalan berbagai macm budaya, tempat sangat nyaman petugas ramah, mkanan dan minuman terjangkau",5
Aisyah Agustin,"Saya kesini bersama teman saya.  Disana wahana cukup lengkap.  Dan sampai"" gak cukup 1 hari untuk hunting semua wahana.. Jangan takut lapar karena disana tersedia foodcourt. Harganya 120k arena kala itu weekday dan kalian sudah dapat paket mengunjungi museum Tubuh Bagong.",4
Dian Ratna,"Hampir setiap tahun kesini karena acara sekolah kecuali pandemi kemarin. Tempat rekreasi dan edukasi yg sangat menarik cocok sekali unt anak"" Dan dewasa.
Tempatnya sangat luas, kemarin smpai sini dr jam 11-4 itupun belum sepenuhnya bsa nyobain semua wahana. Setiap tahun selalu ada saja wahana baru.",5
Silviana Siagian,"Seru sih kalau punya anak yang masih kecil-kecil. Tempatnya buat kita belajar banyak ya. Sayang sekali banyak peralatan atau wahana yang harus diperbaiki dan ditingkatkan kualitasnya apalagi selama pandemi, mungkin kurang diperhatikan. Walaupun begitu tetap layak untuk dikunjungi ya",4
ullan Dari,"Tempat nya luas banget ,keliling2 cari permainan bonusnya langsing 🤭!!!  tapi seneng banyak permainan dari yang biasa sampai yang ekstrim, ada kolam renang nya, menurut ku puas banget bermain d jatim park 1.
Yuuuk segera merapat!!! …",5
Zaujiah Mutiah,"awalnya biasa saja, pas menjelajah lebih jauh ternyata wahana banyak sekali yg gratis dan menarik",5
Wahyu Kurniawan,"Terakhir kesini 9 tahun yang lalu . Surprise banget sekarang banyak yang berubah baik dari bangunan , wahana , dan wisata edukasi nya. Makin keren jadi gak bosen meski uda pernah kesini sebelumnya. …",5
Fatimatur Rohmah,"Sangatlah berkesan bisa berlibur dan melepas penat dengan mencoba beberapa wahana yg ada. Semuanya sangat rapih untuk pelaksanaan alur jalannya, di beberapa wahan juga sangat berkesan. Cuman saya menemukan satu permainan yg mungkin kurang …",5
Nanang Setiawan,Tempat rekreasi yang cocok banget buat keluarga. Selain tempatnya yang indah udaranya juga sejuk. Wahananya lengkap dari wahana anak anak sampai yang memicu adrenaline.pokoknya mantap banget.,5
Sofy Hariyah,"Tempatnya nyaman sekali,ada pembelajaran interaktif untuk edukasi anak-anak juga.. dan juga banyak wahana untuk bersenang-senang bersama keluarga",5
Khusus Sosmed,"Wahananya banyak, toilet bersih, makanan murah dan kemasan ramah lingkungan. Cuma untuk teater Ande Ande Lumut ceritanya kurang menarik dan guyonannya tidak family friendly ya, soalnya candaannya yg menjurus ke 18+ padahal banyak anak kecil …",4
Annisa Pristya,"Lokasi bersih dan ada banyak penanda jalan. Tersedia hotel jatim park 1 di depan gerbang utama gedung. Ada musola di area wahana anak-anak. Tempat wudhu putra dan putri terpisah. Ada kantin, foodcourt, dan tempat duduk yang tersebar di …",5
Zulfa Nurul,"Ini tuh tempat terbaik di malang-batu buat liburan,seru seruan bareng besti,keluarga,sama pasangan cocok banget banyak wahana wahana yng bisa dinikmati mulai dari anak anak hingga dewasa selain itu disini juga bisa sambil belajar sains,sejarah dsbg cocok juga untuk murid"" skolah study tour🥰belajar sambil bermain🌟 …",5
Puddin,"Tempatnya menyenangkan, sangat mengedukasi anak2, ada kolam renang yang besar, wahananya sangat banyak dan cocok untuk berbagai usia, sangat seru dan menyenangkan, saran saat ke jatimpark dari pagi agar bisa puas bermain seharian hehee",5
dewiainin,"Jawa timur park 1 cocok banget buat liburan bareng temen, saudara, keluarga. Cocok buat liburan untuk anak-anak. Disana juga banyak pengetahuan kebudayaan dan hewan. Tempat wisata dan area parkir luas bangett. Disana juga ada jual oleholeh lohhh, ada kerajinan, baju anak, baju dewasa, makanan, snack asal malang jugaa ada.",5
Fuatul Elysa,"Wisata edukasi yang cocok untuk semua umur, dari mulai anak-anak hingga orang dewasa. Tempatnya nyaman, bersih, banyak permainan yang memacu adrenalin. Petugas juga ramah dan baik. Terdapat kolam renang juga didalamnya.
#guides #localguides #letsguide #maps #googlemaps",5
Akhmad Zubaidi,"luas banget ini tempatnya
dimulai dengan tempat tempat kebudayaan indonesia, lanjut ke tempat tempat yg edukatif. terus sejarah juga. nah baru setelah itu banyak wahana wahananya …",4
Sarah Mantovani,"Saya ke sini sama suami pas long weekend Maret 2018, harga tiketnya 100 ribu sudah termasuk cek kesehatan gratis di Museum Tubuh. Cek kesehatan gratisnya ada pemeriksaan mata, kolesterol, asam irat dan golongan darah. Sejak ngecek di sini …",5
Masden,"lumayan seru, sejuk jadi gga cepat ngab, pengalaman terakhir ke sini pas musim hujan, bawa payung sangat membantu, karena hampir seluruh area out dor",5
Erlinda Adisa Rahmatika,"Tetap menjadi tempat istimewa. Kesini udah 2 kali dan menurutku worth it banget buat semua kalangan. Yang pertama dulu kesana tiket masuk masih 85k untun weekday dan 100 untuk weekend, sekarang udah ada tambahan tempat ya guys jadinya masuk …",5
Eliza Fitri Kamaliya,"Memadukan konsep wahana rekreasi dan edukasi sehingga anak anak bisa bermain sekaligus belajar. Sangat cocok untuk wisata keluarga atau dengan teman. Banyak sekali wahana. Disarankan berangkat pagi supaya disana bisa puas, soalnya luas banget.",5
Avin Nadhir,"Jatim Park 1 adalah salah satu destinasi yang selalu dikunjungi oleh peserta English camp dari Desa Inggris Singosari. Selain tempat wisata edukasi, disini juga cukup banyak permainan-permainan nya. Terdapat juga kolam renang. Dibagian …",4
Ulliyah Trisna Widayati,"Rame bgt. Wahananya banyak, rindang, asri juga. Banyak tempat buat dijadiin bahan belajar, jadi bisa rekreasi sambil belajar. Ada musholla deket sama tempat istirahat deket foodcourt juga enak. Toiletnya tersebar di banyak tempat dan di …",3
aristrib gpht,-Pertama saya kagum tempat wisata ini lengkap banget bagi saya...dan pasti akan ke capek an jika telusuri semua...tpi sekrang mulai sepi karena sudah muncul jatim park 2 dan 3....mngkin masih ada yg kesini karena wahana permainan nya yg …,5
ifa mantap,"BESTTT memories, akhirnya bisa ngerasain hang out bareng my sis and my brooooooo😍😍😍 seharian di sana puaas bgt, jujur AGAK PEGEL kenapa gak ada tempat penitipan tas sssiiihhhhhh besoknya tipes aku bawa bawa tas segede gaban muterin jtp 1😭😭😭 faaak …",5
Made Ria,"Banyak wahana yang dalam perbaikan
Agak kecewa sih karena bayar kesini untuk anak main.. rugi kayaknya udah bayar mahal tiket bertiga 345.000 😂😂 tapi banyak wahana yg sedang diperbaiki …",3
Devie rosana,"Aaaaahhh pengen lagi kesiniii... Belom nyobain semua wahana nya..
Beli tiket ditraveloka murah bingo..
100rb udh bisa naek hampir semua wahana. …",5
Anggi,"Tiket masuk 120k udh include masuk musium tubuh.
Tutup jam 16.30
Kalo hujan wahana outdoor gak jalan. …",4
Silvi Rochmawati,"Tempat wisata ter the best sih ini. Banyak wahana yang seru-seru. Selain wahana permainan, kita juga bisa belajar tentang sejarah, pengetahuan, dll disini. Harga makanan & minuman terjangkau. Tempatnya nyaman dan bersih. Recommended banget buat yang mau liburan bareng temen atau keluarga karena cocok kalau rame-rame.",5
Ganis Fathoni,"Keterangan tutup jam 16.30. Jam 16.00 kurang karyawan udh pd siap2 pulang, sudah ga bisa naik wahana",3
Wasik Amalia,Murahhh termasuk timbang jp 3 dan 2  sdh all in utk wisata para bocil2. Sayang kalau high pick season ramehh pwol kek dawet. Klo bukan dan pas sepi asli enK.,5
Zar Nizar,Tempat wisata bermain dan belajar cocok untuk anak² dan dewasa. Banyak wahana wahana juga.,5
Nevia Co,Semua yang Anda dan keluarga butuhkan untuk hiburan ada ditempat ini.  Selamat liburan 😃😃. Ada museum tubuh The Bagong Adventure untuk wisata edukasi bagi keluarga Anda. Ada berbagai wahana yang super seru yang pastinya bikin kita betah dan  ingin coba lagi. …,4
Viko Satria Pratama,"Tempat Edukasi dan Rekreasi yang nyaman, bersih, parkiran luas. Namun kekurangannya jika hujan, kurangnya tempat untuk berteduh, jadi bagi yang ingin berkunjung ke sini harus bawa payung untuk berjaga jaga agar tidak kehujanan. Toilet banyak dimana-mana. Wawasan luas. Seru. Dan ada banyak game dan pengetahuan.",5
Ade Denis,"Bagus (seperti biasanya), beberapa kali berkunjung tetap bagus, wahana terawat, cocok untuk keluarga baru yang punya anak baru masuk PG-TK untuk edukasi, food court enak dan banyak macamnya, inshaAllah kalau ke Batu saya kunjungi lagi",5
ime Hdd,"Salah satu destinasi wisata untuk anak-anak tempat luas dan banyak wahana permainan, pelayanan ramah dan akses ke lokasi wisata mudah dijangkau.harga tiket standar, tempat bersih dan nyaman. Sukses selalu ☺️",4
Ananda Ratu Agustina,"Great experience!
Kesini pas weekend dan cuma punya waktu sekitar 3 jam karna harus pulang lagi ke jogja. …",5
Rendra Wahyudhi,"Terakhir kesini, 6 tahun yang lalu. Semakin banyak wahana permainan. Mau coba semua permainan, waktu tidak cukup. Lumayan capek jalan keliling. Mantap",5
Isti Mei Handayani,"Cocok buat anak anak, tapi saya himbau bagi anda ibu ibu muda yg momong anak anak disini siapkan kekuatan penuh karena dijamin gemporrr..jangan lupa pake topi karena panas banget yaa, ga boleh bawa Snack n makanan tapi didalam ada food court jadi perut masih aman lahh",5
Harun ARrosyid,Cocok buat rekreasi keluarga. Cuman perlu dihimbau lebih dahulu buat masalah pemandian kolam renangnya.,4
Wanda Lidia,"wahana banyak yg tidak beroprasi, udah bayar mahal malah banyak yg tidak bisa digunakan, staf juga beberapa yg tidak ramah.",1
Pend 1996 (Pend/CiiL),"Mantab..
Biaya mulai dari 120 - 160 VIP, bisa pilih yg bnyak permainan atau cuma edukasi.. bisa juga semua wahana.. sebagian beli kalau mau yg lebih.. …",5
LARIS JAYA REKLAME,"nah ini tempat wahana bermain anak,, tinggi minimal 85cm, 120cm, 150cm jamin bisa main semuanya",5
Muhammad Natsir,"Udah lama nggak kesini, terakhir kesini waktu sd sekitar tahun 2004 atau 2005. Banyak wahana baru, yang masih tetap yaitu kolam renangnya dan ketika mau keluar kita akan diarahkan lewat lorong atau jalan dimana di sepanjang jalan atau …",5
Sri Kuncoro Suharno Putro,"Di sini bisa belajar banyak hal untuk mengetahui anatomi tubuh manusia dan cara merawatnya. Fasilitasnya lengkap dengan kafe, tempat ibadah, rest area, dan tempat parkir yang luas. Tepat digunakan sebagai tempat belajar yang dapat mendukung …",4
Luthfan Almanfaluthi,"Satu kata, ini lebih baik daripada dufan ancol. Karena konsepnya tertata rapih, sehingga semua wahana bisa dinikmati. Mulai ada museum, wahana dan pusat oleh-oleh. Untuk anak diatas 85cm sudah kena tiket full, tapi memang wahana juga bisa …",5
Anisa Primasari,22/6/2022 Dari terakhir kali aku kesini saat 8tahun lalu uda bny bnged perubahan..makin lumayan bagus skrng..ada museum tubuh yg dl ngga ada..buat edukasi jtp 1 memang bagus bnged bisa nambah ilmu...ada cadaver jg khusus usia 18keatas..jd …,5
Taufan Eka Putra Thamin,"Oke, taman bermain pertama di kota Batu, berbagai pilihan wahana ada disini, JTP1 merupan tempat yang pas untuk liburan keluarga, wisata sekolah, berkunjung bersama teman-teman. …",5
Jenia Jenia,"Jatim Park 1 merupakan tempat wisata yang sangat populer di Kota batu, karena jika di lihat dari segi tempat memang sangat sempurna, karena tempat beradanya jatim park ini sangat begitu strategis dengan view pegunungan yang sangat indah, …",5
vyraa zahra,"kalau di jtp 1 cocoknya untuk anak muda muda karena banyak wahana yang mengacu adrenalin, sekaligus bisa sedikit sedikit belajar budaya dan juga refreshing",5
Galih Adika,"Jatim park 1 berada di Batu, malang. Harga tiket terusan 160k weekend (jatim park 1 + musium Angkut). Tempatnya sangat luas dan banyak wahana bermain disana. Ketika awal masuk kita akan disuguhkan dengan berbagai macam keanekaragaman suku …",5
Mira Yulia,Tempat rekreasi legendaris .. terlengkap.. terbaik.. semua wahana seru.. cocok untuk anak sekolah.. tempat makannya banyak murah murah.. dan juga oleh oleh yg super lengkap dan ekonomis,5
Mumtaz Fuadi,"Wahana banyak pilihannya, walaupun ada yang perlu bayar lagi. Tidak boleh bawa makanan & minuman dari luar, di dalam sudah ada fasilitas lengkap, seperti toilet, food court, musholla, dll.",5
Rizki Ilham,"Wahana edukasi dan rekreasi yang sangat cocok untuk segala usia dari anak - anak sampai dewasa, pertama masuk akan disuguhkan galeri etnik nusantara dimana terdapat model, dioarama dan peraga tentang Indonesia, kemudian setelah itu …",4
Hayu Faiz Naufal Asyrof,"Sudah banyak berubah dari terkahir kali ke Jatim Park 1 tahun 2016. Tempat indoor menjadi lebih rapi, menarik, dan instagramable. Di tempat wahana juga ada yang berubah dan baru. Sangat menyenangkan dari terakhir kali ke sini.",5
Rattna Ratz,"Seru banget bisa jalan2 disini. Cukup bisa buat pusing naik wahananya. Wwkwk.
Kebetulan kesini 1 rombongan, dan tiketnya terusan sama museum angkut. Jadinya 140k weekdays.",5
Sholihin Spd,"Salah satu tempat wisata yang sangat bagus, cocok untuk liburan dengan udara yang sejuk di kota Batu Malang",4
andira putri,"Kesini untuk ke Museum Tubuh.
Sangat direkomendasikan buat liburan bareng anak-anak. Sangat edukatif. …",5
arif Rahmatullah,"Tempat wisata yang mantul banget.
Disini banyak bgt wahana bermainnya , disini jga ada bioskop 3d yg kelihatan seperti nyata , tpi durasinya yg terlalu pendek . …",5
Rara Rahma,"Luas banget, aku kesini masuk dari jam 10 pagi keluarnya bisa smpe jam 6. Ada wahana permainan juga. Overall bagus sih aku paling suka kesini, tempatnya bnyak edukasi nya",5
Kadek Alamsta,Pertama kali berkunjung ke Kota Batu. Sekalian main ke wahana Disneyland nya Jawa timur. …,5
Yoga Andika Pratama,"Seruu banget sih liburan bareng temen""
Yukkk buruan ajakin temen atau keluargaa kalian buat liburan kesini😀 …",5
Ahmad Farid (UfukOne),"Paket Lengkap Liburan. Dari Museum, Iptek, Wahana-wahana atraksi, Kolam Renang, dan Oleh oleh. …",5
Ika Shaliha Oktavia,"Tempat wisata yang cocok untuk liburan keluarga, pelayanan ramah, wahananya bersih dan terawat. …",5
Qurrotu A'yun,"Dtg pagi jam 8,8.30 buka, beli tiket online terusan dgn museums angkut, masuk ikutin jalan... Byk diaroma rmh adat dan sebagainya, museum science, luas... Bgt harus siapin tenaga ini, permainannya antri2 tapi lumayanlah, ada kolam renang …",5
Nendi Suhendi,"Jawa timur park wah paket komplit isinya, didepan disambut dengan aneka ragam kebudayaan, rumah adat dan perkawinan adat, ada koleksi uang indonesia, ada binatang, ada wahana permaianan, ada rumah hantu, dan makanan di sini meski tempat …",5
Dewi Happiness,Wahana permaianan yang cukup lengkap meliputi science and coaster park. Food courtnya juga cukup banyak dibeberapa titik dan tersedia sppt oleh-oleh khas Batu,5
Santi Liu,"Beli tiket di Traveloka lbh hemat.. waktu dtg tidak terllau ramai, sebelum ktmpt main jalan melewati rm adat, dan museum aneka Indonesia bagus untuk edukasi",4
Laurensius Faleddo,Tempat wisata dengan berbagai wahana bermain dan ilmu pengetahuan. Seharian di sini terasa belum cukup untuk mencoba semua wahana yang ada. Beberapa titik di wahana sains ada yang rusak seperti tesla coil.,5
Fajrin,"Best place to vacation, tapi ga worth it sih datang ketika banyak permainan lagi maintenance dengan harga tiket yang sama. Tapi fnb di dalam jtp sangatt murah untuk tempat wisata, keren!",3
Sofyan Adi,"tempat wisata cocok banget bareng teman atau keluarga, bisa buat belajar dan bermain, wahana lumayan banyak.",5
wahyu Ika yunitasari,"Tempatnya sangat mengedukasi dan wahana permainan lumayan seru. Saat keluar tempat wisata jg langsung disambut oleh pusat oleh"". Hanya saja, Saran saya agar menambah wahana yg dapat dinikmati anak"" usia 3-7thn 👍 …",4
Wakit Setyobudi08,Tempat wisata di daerah Jawa timur. Jatim Park 1. Dengan berbagai wahana wisata edukasi dan bermain. Banyak permainan. Banyak miniatur rumah tradisional Indonesia. Tersedia banyak toilet gratis. Tempat parkir roda 2 dan 4 luas. Harga tiket …,4
Mas Iponk,"Kalo kalian hanya ingin wahana dan edukasi sekolah disinilah tempatnya,banyak pelajaran di SD yg hanya teori namun disinilah kalian langsung praktek... Super sekali …",4
Dini Andriani,"Mulai dari pengenalan suku yang ada di Indonesia, belajar tentang ilmu fisika, mengenang sejarah bangsa, sampai main wahana sepuasnya di Jatim Park 1. Tempat wisata yang punya paket lengkap, kalian harus coba.",5
Yusuf Rizkyan fadhil 3G,"Ketika saya berkunjung ke sini banyak sekali ilmu yang bisa kita ambil dari sini, suasana nya asik, wahana di sini juga seru, saya bersenang senang bersama teman saya dengan menaiki wahana yang memicu adrenalin",5
Ary,"Banyak wahana disini, ada Galeri Etnik Nusantara, Galeri Pembelajaran dan Science Center [Kimia, Fisika, Biologi, Matematika], Taman Sejarah, Taman Prasejarah, Taman Mitologi, Keraton Nusantara, Ulat Coaster, Mini Swinger, Rest Area, Sky …",4
ACH JUNAIDI,"Berkunjunglah pada hari kerja, serasa milik sendiri karena sepi tanpa antri dn terhindar dari kerumunana",5
Satria Huawei,Keren. Disini ada banyak wahana permainan. Tempatnya luas. Ada juga suguhan berbagai miniatur rumah adat masing masing daerah provinsi di Indonesia. Kita dapat berfoto foto di depannya. Semuanya mirip seperti aslinya. Yang masih penasaran dengan rumah terbalik tersedia disini.,5
Fajar Agus Nugroho,"Tempat liburan yang sangat menarik untuk dikunjungi saat ke kota batu. Bukan cuma wahana wisata, disini banyak lokasi edukasi tentang kebudayaan , alam sampai teknologi. Destinasi yang sangat tepat untuk anak2 maupun dewasa. Wahana …",5
Endang Susilowati,"Destinasi wisata di Batu Malang, tiket hanya 120 ribu tapi puaaaaassss.. wahananya lengkap..ada musium tubuh, ada wahsna IPA, Matematika, Sejarah, dll..juga ada sea world, ada water park, ada arena mainan yg banyak sekali...penjual makanan banyak dan murah murah...yg paling kusuka sempol dan es dawet wow...sedaap.",5
Nadeo Mayendra,"Tempat rekreasi keluarga, terdapat wahana mulai dari yang untuk anak² maupun sampai wahana yang menantang, selain wahana ada juga tempat edukasinya seperti    pakaian adat daerah, sejarah perang,dll. Ada kolam renangnya juga, dan ada tokoh oleh²nya dipintu keluar wahana.",4
Angga Soraya,"Lebih banyak wahana permainan
Cocok untuk dewasa dan anak2
Parkiran luas, kalau parkir kejauhan ada ojek motor yang mengantar sampai loket …",5
Muhammad In'amul Aufa,"Salah satu tempat liburan yang berada di kawasan batu malang. Menyediakan wahana yang lumayan lengkap mulai dari kolam renang, ada 5 jenis coaster, rumah hantu, selain itu juga ada wahana edukasi ada organ tubuh manusia, sejarah, sains, dan …",5
Bagus Prasetiyo,"Tiket 110rb pas weekend.. cukup worth it karena bisa free bermain di dalam. Tidak ada pemeriksaan tas jadi bisa bawa makanan dari luar. Makanan dan minuman di dalam cukup murah juga. Wahana yg lengkap, ada edukasi jg. Jadi anak bisa bermain …",5
Nur Indah,"Tempat wisata yg lengkap ada wahana bermain, kolam renang, musium tubuh dan wisata edukasi yg menambah wawasan dan pengetahuan bagi pengunjung. Lokasi sangat strategis dan mudah diakses oleh kendaraan bermotor maupun bis pariwisata. …",5
Putri Sukmadewi,"Taman bermain yang seru dan sangat menyenangkan untuk mencoba wahana-wahananya. Cocok untuk seru-seruan dengan teman-teman sebaya. Overall wahana-wahananya baik dan terawat dengan baik, namun ada beberapa yang dibiarkan kosong dan tidak terawat.",5
nurhaida manullang,"Menyenangkan ,the best ,puas jalan jalan ke Batu Malang ,kalau ada waktu mau kesini lagi,kotanya dingin .
Saya berangkat tdk pakai travel tapi Backpaker dan seb.berangkat sy pelajari …",5
fatma trisafira,"Panasss bangett, tapi seru. Kalau anak anak worth it banget sii,kalau udah remaaja mainanyang di cobaa dikit, tapi seru kok. Mines pegel jalannn ajaa, kaya labirin",5
Yuyun Etari,"Seru banget, banyak wahana yang sayang kalau dilewatkan. Uji adrenalin mulai dari diputar-putar dari ketinggian, dijatuhin, masuk ke rumah hantu. Banyak jenis coaster yang harus dicoba. Pemandangannya super buagus banget apa lagi pas …",5
Akar Febri,"Banyak sekali wahana permainanya, ada wisata edukasi juga 👍, banyak tempat makan, tiket sudah termasuk waterpark juga …",5
Owen Lie,Biasa. Untung remaja dari kota metropolitan menurut saya tempat ini biasa saja.,3
Sutrisno Ayah,"Mau ke wahana permainan harus muter2 sampai gempor. Anak2 capek berjalan muter2 karena harus mengikuti jalur yang dibuat. Anak kecil sampai di wahana sdh kecapean. Not recommended kalau dengan anak kecil. Maaf, cukup sekali saja.",2
Indah Permatasari,"Bisalah ini buat org tua dan anak anak.
Wahananya banyak, tp buat yg udah dewasa menuju sepuh, jangan deh. Kasih yang mudamudi aja agar adrenalinnya makin terpacu. Yg udh berumur foto² aja cukupan.",5
Chelsi Rauyan,"saya sangatt senang di sini bersama teman saya dan pacar saya yang paling ganteng, cukup rekomen untuk double date☺️💘 …",5
Puri Erisa,"Banyak wahana yang under maintenance
Maximal naik wahana hanya 2x padahal itu weekday dan pengunjung pun gak terlalu banyak …",3
Talki Abidin,"Sudah 2 kali kesini, tapi masih juga belum mencoba semua wahana. Masih penasaran, sama sky ride (kemarin 13 Juli, masih dalam perbaikan). Terus anakku pengen nyoba volcano coaster. Tapi kemarin antrinya puanjang buanged. Padahal kalau mau …",4
Lufi Ocktami (Ummi Adzsafair),"Tempat area bermain sekeluarga, tempatnya luas banget ga bisa 1hari kalo mau mengunjungi semuanya, ada beberapa area yg ga stroller friendly jadi harus gotong stroller, wahana permainannya banyak, ga cuma buat anak ada juga untuk dewasanya, …",5
titik suryanti,"Tempatnya nyaman,sejuk dan banyak wahana untuk anak2, toilet juga ada dimana jadi untuk yang bawa anak kecil, para orang tua tidak perlu kerepotan saat anaknya sedang ingin ke toilet. Kita juga dimanjakan dengam spot foto yang …",5
Nailil Farikhah,"Adalah sebuah tempat untuk edukasi, rekreasi, adu nyali dll yang keren, yang merupakan kebanggaan masyarakat Jawa Timur. Selalu senang datang kembali bersama-sama dengan murid-murid untuk melaksanakan rekreasi akhir tahun. Jatim Park 1 adalah kebanggaan kami semua.",5
ainun irawan,"Wisata sambil edukasi 😊
Ada macam"" rumah adat d indonesia, berbagai wahana permainan, jenis"" ikan, edukasi sains, dll pokoknya lengkap kalo menurut saya. …",5
Erma Latifah,Masih lumayan buat anak2 wisata...edukasi dan pengetahuan berbasic sejarah...makanan relatip murah..ok buat keluarga  piknik tipis2...,4
Retty Danar S,"Wisata yang cocok untuk keluarga karena banyak permainan dan edukasi untuk anak anak. Disini terdapat banyak sekali permainan mulai dari rollcoaster, boom2car, dan lain lain. Jalanan menuju tempat ini sangat mudah. Jika kalian naik kereta …",5
Anindya Firda Puspita,"Tempat ini cocok untuk liburan keluarga, liburan sekolah, dan lain sebagainya.
Tempat ini merupakan taman wisata yang banyak didatangi oleh pengunjung dari berbagai daerah. Selain terdapat wahana permainan, di taman wisata ini juga terdapat tempat belajar yang sangat unik dan tidak membosankan.",5
Threegunz,"Berkunjung kesini pas lebaran 2024. Sayang setelah dhuhur hujan, jd gk bisa menikmati seluruh wahana permainan yg ada...",5
Santy Pelangi,"Sangat menyenangkan main di jtp 1
Anak ku suka banget dengan semua yg ada didalamnya
Permainannya juga ok... …",5
Shafa Alya Ramadhanti,"SERU BANGETTTT. banyak wahananya, antrinya juga ga terlalu lama, jadi bisa cobain semua. harus dateng pagi!!!",5
Jwjwjwjwjjw Bdhsjsjsjsjjs,"Dibuat kesel banget sama makanan yg dijual didalam JTP1, Untuk harga oke sih gpp mahal karna memang di tempat wisata, TAPI UNTUK RASA NYA BUYAR SEMUA......GK ENAK, MULAI DARI BAKSO,SATE DAN PENTOL SEMUANYA MENYEBALKAN. Sangat sangat tidak enak.",3
Irma Sari,"Maen disini seharian juga ga berasa. Wisata edukasinya dapet, Permainannya banyak. Puas lah harga segitu. Kebetulan kesitu wktu ada perfome dance juga. Asik lah.",5
Aulia Dewi,"Salah satu pelopor tempat wisata di Jawa Timur, sudah menikmati sedari dulu hingga sekarang. Wahananya terus bertambah dengan tidak mengabaikan keselamatan dan keamanan pengunjung. Cocok untuk tempat berlibur dan melepas stres bersama teman …",4
ulfa aina,"tempat wisatanya bagus, games yang seru, tapi pelayanannya kurang ramah banyak penjaga wahana yang kurang ramah sama pengunjung, kesannya bukan mengingatkan tapi lebih ke memarahi, sumpah ini first time ke situ tapi kek nya aku ga bakal kesitu lagi",1
Alya nur habibah,Senang sekaliii bisa belajar sambil bermain masuk hari biasa cuma 85k bisa main sepuasnyaa Alhamdulillah lihat animasi 3d juga sudah termasuk tikett,5
Rumyati Only,Tempat ini sangat bagus untuk kita rekreasi dengan keluarga dikarenakan dengan permainan permainan yang membuat hati anda terutama anak anda menjadi lebih tertarik untuk bermain selain itu tempat ini juga dihiasi oleh pembelajaran …,5
Rofiq A,Tempat edukasi dan rekreasi yang sangat menyenangkan. Tempatnya bagus di kota batu dan selalu ada wahana wahana baru sehingga tidak ada bosennya main ke tempat ini. Wahana yang lengkap dan banyak kalian bisa menghabiskan waktu seharian di tempat wisata ini.,5
Ani Setiawati,"Banyak wahana edukasi, banyak wahana permainan , banyak tempat makan , kamar mandi musola juga banyak , cuma 2022 awal saya kesana udah merasa kalo wahananya kotor dan ngga terawat , banyak debu"" dan lapuk …",4
Krida Lestari,"Jatim Park 1 lebih ke wahana bermain, science, juga adat istiadat.
Seru banget tempatnya.
Karena sudah lama, ada beberapa patung/pajangan yg rusak, cat ngelupas, besi …",5
M.RIZKI.P,"Tempatnya asik lalu aku sudah pernah kesitu 2 kali dan gua ga bosan.
Tempat ini recommended buat di datangin deh",5
Ngetril_Selalu 1881,"Tidak bakalan kecewa jauh² kesini....👍👍👍
Wahana banyak jadi puasss (kalo ga hujan auto dlongop😬😬)edukasi bagus buat anak²..👌👌 …",5
Irma Novianto,"Suka sekali bermain disini.. selain bermain, banyak juga ilmu pengetahuan yang bisa kita dapat. Tempat nya sangat bersih dan udara nya sejuk, jadi pengunjung bisa menikmati berbagai wahana permainan tanpa khawatir kepanasan. …",5
Purbowo Nur Imanto,"Wahana nya seru, bikin mabok/pusing wkwk
Tapi tetep happy
Kalau capek naik wahana bisa nnton theater/bioskop bisa sambil tidur hahaha",5
Moh syafiul anam,"Tempat yg ccok utk rekreasi kluarga maupun edukasi..Wahana lengkap.bnyak permainan² utk dewasa ataupun anak2..
Yg mnguji adrenalin jg ada..
Harga tiket sdh sesuai dg yg didapatkan😊 …",5
Affan Zahman,"Tempatnya luas &bnyak peninggalan sejarah di dalamnya banyak jugak wahana""yg serba geratisss. Terkecuali yg berhadiah boneka",5
TiQ TiQ,"Sudah 2x saya kesini... harga tiket terjangkau 120k weekend, dengan konsep wisata dan edukasi.. mantapp pisan euy..
Cuma kmrin pas parkir, saya tidak dikasih tiket, tp bayar 10rb 🤔🤔.. dan untuk …",5
