"annotation_id","annotator","created_at","id","lead_time","rating","review","sentiment","updated_at","user"
93,"1","2025-11-08T05:09:14.757383Z",92,2.207,5,"Mau rekreasi sambil belajar...  Ke sini saja..  Wahana edukasi mulai dari pra sejarah sampai tehnologi terkini ada.. Ditunjang wahana rekreasi,  permainan hingga kolam renang...  Maantaap deh pokoknya...","Positive","2025-11-08T05:09:14.757383Z","Dandung S"
94,"1","2025-11-08T05:09:17.204502Z",93,1.968,5,"Terima kasih jatim park 1. 450 orang lgsg masuk. Joss.
Dari smk Pawiyatan Surabaya.","Neutral","2025-11-08T05:09:17.204502Z","Dr 123"
95,"1","2025-11-08T05:09:20.670266Z",94,3.016,5,"Wah bagus tempat ini apa lagi pas naik rolercoster seru banget sama dirumah pipa asyik","Neutral","2025-11-08T05:09:20.670266Z","Darto Sabil"
96,"1","2025-11-08T05:09:34.166351Z",95,13.032,5,"Review Jatim Park 1: Taman Hiburan Edukasi yang Menyenangkan
Jatim Park 1 adalah taman hiburan edukasi yang terletak di Kota Batu, Jawa Timur. Taman ini menawarkan berbagai wahana permainan, atraksi, dan edukasi yang …","Positive","2025-11-08T05:09:34.166351Z","Zachira Emmanuelle Quinza"
97,"1","2025-11-08T05:09:39.915877Z",96,5.262,5,"Tempat wisata yang mantul banget.
Disini banyak bgt wahana bermainnya , disini jga ada bioskop 3d yg kelihatan seperti nyata , tpi durasinya yg terlalu pendek . …","Positive","2025-11-08T05:09:39.915877Z","arif Rahmatullah"
98,"1","2025-11-08T05:09:47.165057Z",97,6.772,4,"1 saja dari saya kalo ada wahana yang muter-muter dan kamu lemah/mabokkan/napas pendek, baiknya duduk aja ketawain orang wkwk. cukup saya saja yang lemas. …","Positive","2025-11-08T05:09:47.165057Z","Stuergeon -"
99,"1","2025-11-08T05:09:56.929740Z",98,9.343,4,"Salah satu pelopor tempat wisata di Jawa Timur, sudah menikmati sedari dulu hingga sekarang. Wahananya terus bertambah dengan tidak mengabaikan keselamatan dan keamanan pengunjung. Cocok untuk tempat berlibur dan melepas stres bersama teman …","Positive","2025-11-08T05:09:56.929740Z","Aulia Dewi"
100,"1","2025-11-08T05:10:03.401496Z",99,6.045,5,"Tempat Edukasi dan Rekreasi yang nyaman, bersih, parkiran luas. Namun kekurangannya jika hujan, kurangnya tempat untuk berteduh, jadi bagi yang ingin berkunjung ke sini harus bawa payung untuk berjaga jaga agar tidak kehujanan. Toilet banyak dimana-mana. Wawasan luas. Seru. Dan ada banyak game dan pengetahuan.","Positive","2025-11-08T05:10:03.401496Z","Viko Satria Pratama"
101,"1","2025-11-08T05:10:11.256076Z",100,7.403,1,"Duh penjaga swinger yang tinggi ini kalo ngasih tau ga sopan banget. Iya kalo emang ga memenuhi syarat ya gapapa tapi gausa bodyshaming dong. Plis bgt ga diajarin attitude kah pegawai jatim park ini? Belum lagi yang panahan yang bayar itu. Udahlah bayar, kalo ngajarin yang baik gt kenapa sih? Ada masalah apa gt lo hidupnya.","Negative","2025-11-08T05:10:11.256076Z","Anisa Mahira Darmawan"
102,"1","2025-11-08T05:10:17.741547Z",101,6.0,4,"Cocok sekali untuk mengisi hari hari liburan. Terutama yang butuh refreshing melepas penat😀 …","Positive","2025-11-08T05:10:17.741547Z","Uly Auliyah"
103,"1","2025-11-08T05:10:20.498815Z",102,2.308,5,"Tempat edukasi dan juga wisata yang keren, tetap Jatim park 1 kerennn","Neutral","2025-11-08T05:10:20.498815Z","Saiful Malfino"
104,"1","2025-11-08T05:10:29.857104Z",103,8.878,4,"Kategorinya deket. Biaya masuk 130rb per orang masuk ke 2 lokasi. Sepi apa karena mau jumatan. Tapi jadi ga bisa pake wahana karena pegawainya juga istirahat. Ada kantin, harga oke makanan oke juga. Cocok rekreasi bersama anak dan keluarga. …","Positive","2025-11-08T05:10:29.857104Z","Yanti Magdalena"
105,"1","2025-11-08T05:10:32.220082Z",104,1.905,5,"Permainannya cukup banyak pilihan. Permainan yang menggembirakan sampai yang menguji adrenalin.","Neutral","2025-11-08T05:10:32.220082Z","Amir Ali"
106,"1","2025-11-08T05:10:41.268034Z",105,8.569,5,"Pembelian tiket terpisah dengan gerbang antrian.
Begitu masuk kita akan disajikan dengan musium lilin(?) dan jajaran rumah adat yang ada di Indonesia. Lalu akan melewati barang barang peninggalan dari berbagai …","Positive","2025-11-08T05:10:41.268034Z","Reza Eza"
107,"1","2025-11-08T05:10:46.824228Z",106,5.145,4,"Salah satu destinasi wisata untuk anak-anak tempat luas dan banyak wahana permainan, pelayanan ramah dan akses ke lokasi wisata mudah dijangkau.harga tiket standar, tempat bersih dan nyaman. Sukses selalu ☺️","Positive","2025-11-08T05:10:46.824228Z","ime Hdd"
108,"1","2025-11-08T05:14:20.179491Z",107,212.838,5,"Cocok untuk edukasi science terutama untuk anak sekolah. Bisa dicoba alat peraga yang ada di dlm. Beli tiketnya sekalian tiket ke museum angkut. Lagi high season jadi agak mahal, cuman worth it lah harga segitu dgn segala wahana yg ada. Cuman ada bbrapa fasilitas yg tdk ter include dlm tiket.","Positive","2025-11-08T05:14:20.179491Z","Miss Ferlyn"
109,"1","2025-11-08T05:14:25.525318Z",108,4.862,2,"Rekomendit bangett buat rekreasi kluarga maupun rombongan,Monggo yg mau umroh bersama zulfana tour","Positive","2025-11-08T05:14:25.525318Z","nazila tour"
110,"1","2025-11-08T05:14:32.548743Z",109,6.59,5,"Wahaha bermain di batu yang pasti disukain sama anak-anak.
Ke sini jam 8an pagi sampai jam 4 sore kayanya kurang puas. Wkwkwkw.
Arena belajar bagus dan interaktif banget. …","Positive","2025-11-08T05:14:32.548743Z","Nurhana Tri Utami"
111,"1","2025-11-08T05:14:39.669982Z",110,6.647,4,"karena pandemi jadi tdk begitu ramai. wahana banyak yg tidak siap karena kekurangan yang berjaga. cukup rekomen untuk liburan keluarga","Neutral","2025-11-08T05:14:39.669982Z","Mengisi Waktu"
112,"1","2025-11-08T05:14:53.366629Z",111,13.21,4,"Trmpat rekreasi keluarga yg sangat banyak di gemari oleh semua kalangan, anak2 bisa berenang ataupun belajar edukasi yg ada di sepanjang jalan masuk jatimpark 1. untuk anak muda juga sangat banyak, ada kolam renang dari yg dangkal sampai …","Positive","2025-11-08T05:14:53.366629Z","Joni Purwanto"
113,"1","2025-11-08T05:14:55.516762Z",112,1.686,5,"Sehari gak cukup wooy buat nyelesaiin wahana yg ada..
Mantaap","Neutral","2025-11-08T05:14:55.516762Z","Inur Harijaty"
114,"1","2025-11-08T05:14:58.085523Z",113,2.108,5,"Seru...
Antri tiket pas liburan lumayan panjang
Harga paket dg museum tubuh @125rb. …","Neutral","2025-11-08T05:14:58.085523Z","Endang Wahyu widayati"
115,"1","2025-11-08T05:15:03.830536Z",114,5.279,4,"yg sukaa main dan seru-seruann aku saranin ke JP 1 karena dia full macem macem permainan guysss... ada kolam renang juga, kalau pengen nyemil / minum juga ada outlet makanan minuman juga di dalem, tp aku saranin bawa air mineral sendiri di …","Positive","2025-11-08T05:15:03.830536Z","idfi wahyu andini"
116,"1","2025-11-08T05:15:05.838262Z",115,1.54,5,"Asik banget, tempat ini full dengan memori menyenangkan. Semakin lama semakin banyak progres dan wahana barunya. Semua staff ramah, penjual-penjual juga ramah.
Ada museum yang oke banget karena penjelasannya lengkap. Mulai dari sains, …","Positive","2025-11-08T05:15:05.838262Z","Olivia Harludi"
117,"1","2025-11-08T05:15:10.136632Z",116,3.852,5,"Wahananya banyak dan seru-seru, ada banyak tempat juga yg dapat menambag ilmu pengetahuan dan wawasan.","Positive","2025-11-08T05:15:10.136632Z","Erlyn Ardiyah"
118,"1","2025-11-08T05:15:21.300303Z",117,10.653,3,"Dateng pas hujan jadinya banyak wahana yang gak beroperasi. Waktu habis banyak cuma untuk nunggu hujan berhenti dan wahananya beroperasi lagi. Trus banyak yang ngerokok tapi dibiarin aja. Jalur keluarnya muter2 banget jadi berasa jauh bener gak nyampe2, gak nemu ada shortcut supaya lebih deket keluar.","Negative","2025-11-08T05:15:21.300303Z","ZLANE Lima"
119,"1","2025-11-08T05:15:31.814594Z",118,10.033,1,"untuk yang di wahana tubuh saya sangat kecewa dan merasa seperti diremehkan saat masuk di bagian kulit ada cewek yang jaga stan buat pemeriksaan jenis kulit, saat bapak saya menanyakan ""ini alat untuk apa ya mbak"" mbak nya jawab dengan nada …","Negative","2025-11-08T05:15:31.814594Z","Devika Anggarenny"
120,"1","2025-11-08T05:15:38.404440Z",119,6.133,3,"Depan2nya bagus, tapi permainan nya kurang. Saat saya kesana lagi sepi, jd butuh nunggu kuota orang buat naik 1 wahana 😢. Jet coaster nya udah agak ringkih jd getaran nya keras bikin badan sakit …","Negative","2025-11-08T05:15:38.404440Z","Chrona Aleister"
121,"1","2025-11-08T05:15:48.377377Z",120,9.438,4,"Udah lama banget & baru sempag kesini lagi, Tempatnya bersih apalagi toiletnya, walaupun weekend masih terlihat longgar (agak sepi)
Tapi kenapa tiketnya harus dibundling dengan musium tubuh siih? :( …","Positive","2025-11-08T05:15:48.377377Z","Ratih gusti"
122,"1","2025-11-08T05:15:51.264413Z",121,2.423,4,"tempatnya enak buat santai,sama keluarga sekedar masukan,kasih mushola diluar dong.....","Positive","2025-11-08T05:15:51.264413Z","Gunawan Aje"
123,"1","2025-11-08T05:15:54.792539Z",122,3.061,4,"kalo udah masuk dalam wahana main, susah mau cari jalan keluar. tempat yg cocok untuk mengisi hari liburan.","Neutral","2025-11-08T05:15:54.792539Z","Come"
124,"1","2025-11-08T05:15:57.341743Z",123,2.026,5,"Kangen dengan jatim Park 1 terakhir kesana pas SD, sekarang sudah SMP, semoga bisa kesana lagi aminn","Neutral","2025-11-08T05:15:57.341743Z","Ban Dra"
125,"1","2025-11-08T05:16:04.439334Z",124,6.57,1,"Wahana sdh cukup ok, tapi sayang waktu bawa grup besar kesini sangat mengecewakan, meal kupon yang kita beli banyak yang belum aktif sehingga membuat bingung para peserta tour, akhirnya wisata jadi tidak nyaman.","Negative","2025-11-08T05:16:04.439334Z","Yoyok Sujatmiko"
126,"1","2025-11-08T05:16:09.652974Z",125,4.771,4,"Datang pas musim hujan, wahana permainan banyak yg nggak jalan... rugi tenaga dan uang. Harusnya kalo pas hujan, dikasih diskon tiket masuknya","Negative","2025-11-08T05:16:09.652974Z","jaran kencax"
127,"1","2025-11-08T05:16:14.884484Z",126,4.704,3,"Sekedar saran kalau wahana sudah tidak beroperasi jangan menjual tiket kasian yg datang di atas jam 13:00 ingin naik wahana tapi sudah tidak ada yg beroperasi,,seharusnya jangan menjual tiket jika wahana sudah tidak beroperasi,,sehingga …","Negative","2025-11-08T05:16:14.884484Z","daviq muklison"
128,"1","2025-11-08T05:16:18.743749Z",127,3.301,5,"Banyak wahana ekstrem baru, bagus untuk tantangan! Wahana untuk anak anak juga lumayan lengkap, sebaiknya beli karcis melalui online, bisa menghemat uang","Positive","2025-11-08T05:16:18.743749Z","Sita Rahma"
129,"1","2025-11-08T05:16:21.069656Z",128,1.744,3,"wahana menarik, tp sepertinya kurang perawatan jadi terlihat usang.","Neutral","2025-11-08T05:16:21.069656Z","Kadek Ayu"
130,"1","2025-11-08T05:16:24.284407Z",129,2.435,4,"Sarana edukasi diimbangi sarana bermain
Saran datang dari pagi utk menikmaati semua wahana
Ada waterpark juga …","Positive","2025-11-08T05:16:24.284407Z","G"
131,"1","2025-11-08T05:16:29.201606Z",130,4.257,5,"Jatim Park 1 merupakan tempat wisata yang sangat populer di Kota batu, karena jika di lihat dari segi tempat memang sangat sempurna, karena tempat beradanya jatim park ini sangat begitu strategis dengan view pegunungan yang sangat indah, …","Positive","2025-11-08T05:16:29.201606Z","Jenia Jenia"
132,"1","2025-11-08T05:16:36.596396Z",131,6.877,4,"Hal yg membuat saya memberi bintang 4 karena tidak konsistennya aturan ttg pemakaian baju renang di kolam. Ide tentang pengenalan nusantara jg bagus, tapi mengapa manekin modelnya kurang merepresentasikan kita dg kulit sawo matang hidung biasa dll. Wahana banyak sekali tapi antrian untuk sky ridenya lama sekali.","Negative","2025-11-08T05:16:36.596396Z","Puguh Budi Susetiyo"
133,"1","2025-11-08T05:16:54.736439Z",132,17.661,4,"Jatim Park 1 piknik untuk keluarga. Satu  lokasi sama dengan museum tubuh. Ada miniatur dan replika sejarah. Ada miniatur candi jg. Permainannya bagus juga, sdh banyak spot baru untuk keluarga. Cocok untuk anak anak dan remaja, roller coaster keren ya, recommended","Positive","2025-11-08T05:16:54.736439Z","Fitri Hapsari"
134,"1","2025-11-08T05:16:59.296643Z",133,4.066,5,"Tempat yg sangat enak buat wisata...selain dapat edukasi yg banyak...juga wahana permainan juga banyak...puas deh...bisa seharian disana...","Positive","2025-11-08T05:16:59.296643Z","GUT's AC INDONESIA"
135,"1","2025-11-08T05:17:05.769137Z",134,5.997,5,"Makin bagus.. byk wahana baru yg pastinya buat anak"" makin betah di sana..
Dgn harga @100k bisa main sepuasnya di dlm sana.. keren dahh pokoknya..
Gak pernah nyesel deh kok main di jatim park 1","Positive","2025-11-08T05:17:05.769137Z","Safitri Eka Anggraeni"
136,"1","2025-11-08T05:17:08.088986Z",135,1.825,4,"Bagus, tempat cocok untuk anak karna ada museum Nusantara dll. Permainan orang dewasanya juga cukup menantang","Positive","2025-11-08T05:17:08.088986Z","Koko Aljabir"
137,"1","2025-11-08T05:17:13.456391Z",136,4.857,4,"Cocok buat rekreasi keluarga. Cuman perlu dihimbau lebih dahulu buat masalah pemandian kolam renangnya.","Neutral","2025-11-08T05:17:13.456391Z","Harun ARrosyid"
138,"1","2025-11-08T05:17:15.526150Z",137,1.586,4,"Wisata edukasi yg bagus. Bnyak pengetahuan. Wahana permainannya jg banyak. Yang mau berenang jg bisa.","Positive","2025-11-08T05:17:15.526150Z","Yuanita Safitri Heryati"
139,"1","2025-11-08T05:17:22.060063Z",138,6.021,3,"1.Kesan pertama
Untuk bagian pemeriksaan tas di awal masuk mohon untuk SOP diperbaiki atau karyawan nya di kasih tau lagi , oke kita ikut aturan tidak boleh bawa makan tidak …","Negative","2025-11-08T05:17:22.060063Z","ari hidriansyah"
140,"1","2025-11-08T05:17:26.880374Z",139,4.361,4,"Salah satu destinasi wisata di Jawa Timur. Banyak pengunjung dari luar daerah. Cocom untuk semua kalangan dan umur. Wisata sambil belajar pengetahuan. Tempat luas dan wahana permainan banyak.","Positive","2025-11-08T05:17:26.880374Z","Geo Lestari"
141,"1","2025-11-08T05:17:29.191949Z",140,1.72,5,"Luar biasa menyenangkan
Kalo biar bis menikmati semua wahana pilih wahana yang tidak memusingkan.
Misal kerumah pipa.jangan lupa bawa baju berenang juga","Positive","2025-11-08T05:17:29.191949Z","Kuning Mas"
142,"1","2025-11-08T05:17:34.191986Z",141,4.42,4,"Kalo kalian hanya ingin wahana dan edukasi sekolah disinilah tempatnya,banyak pelajaran di SD yg hanya teori namun disinilah kalian langsung praktek... Super sekali …","Positive","2025-11-08T05:17:34.191986Z","Mas Iponk"
143,"1","2025-11-08T05:17:38.143115Z",142,3.395,3,"harus sepaket sama museum tubuh dan harus muter muter museum dulu di awal. hilang waktu dan tenaga karena memang tidak minat masuk museum.","Positive","2025-11-08T05:17:38.143115Z","hanip ridho"
144,"1","2025-11-08T05:17:48.194257Z",143,9.548,5,"Untuk sementara ini harga tiket masuknya sudah tertera di gambar yaa.. Cumaa sangat disayangkan sekali pas masuk kesana ga ke museum tubuh dlu, krna JP1 selain wahananya banyak, spot foto dan pembelajarannya jg banyaak.. Akhirnyaa kelamaan …","Neutral","2025-11-08T05:17:48.194257Z","Alnafa Dita"
145,"1","2025-11-08T05:17:55.142911Z",144,6.475,4,"harga nya 110 weekday saran beli lgsg di traveloka lgsg tukar gelang, lokasi luas jadi mayan pengkor kalo keliling, lumayan jauh dari pintu masuk dan agak ngebingunin kalo mau mesen gojek tapi masih aman","Neutral","2025-11-08T05:17:55.142911Z","Try Asputri Pane"
146,"1","2025-11-08T05:18:00.010327Z",145,4.408,5,"22/6/2022 Dari terakhir kali aku kesini saat 8tahun lalu uda bny bnged perubahan..makin lumayan bagus skrng..ada museum tubuh yg dl ngga ada..buat edukasi jtp 1 memang bagus bnged bisa nambah ilmu...ada cadaver jg khusus usia 18keatas..jd …","Positive","2025-11-08T05:18:00.010327Z","Anisa Primasari"
147,"1","2025-11-08T05:18:03.845950Z",146,3.371,5,"Tempat terbaik buat liburan. Buat kalian yg suka vibes foto malam dan gk banyak kendaraan lalu lalang. Bisa banget kesini. Ada cafe juga
,","Positive","2025-11-08T05:18:03.845950Z","Muhammad Ad-Dailami"
148,"1","2025-11-08T05:18:10.287547Z",147,5.962,3,"SARAN SAJA UNTUK PIHAK PENGELOLA AGAR DISEDIAKAN TEMPAT UNTUK MEROKOK, KARNA BANYAK YANG NGEROKOK DI TEMPAT DUDUK DI DEKAT WAHANA ANAK DAN ITU SANGAT MENGGANGGU. TAPI SAYA TIDAK TAU DISINI ADA LARANGAN MEROKOK ATAU TIDAK, TERIMAKASIH 🙏🏻 …","Negative","2025-11-08T05:18:10.287547Z","Reza Sinchan"
149,"1","2025-11-08T05:18:12.510102Z",148,12.767,4,"Sangat bagus untuk pembelajaran bisa sekaligus bermain","Positive","2025-11-08T05:18:39.358558Z","Dieah Rara"
150,"1","2025-11-08T05:19:20.313411Z",149,34.254,5,"Salah satu destinasi wisata yg sangat bagus di kota batu malang. Cocok untuk semuah umur, dan bagus untuk foto"" bisa menambah pengetahuan juga di sini.","Positive","2025-11-08T05:19:20.313411Z","Rijal"
151,"1","2025-11-08T05:19:23.300330Z",150,2.523,5,"Udah gak perlu ragu kalau main di Jatim Park grup. Tempatnya nyaman, staf ramah2, dan bersih tertata rapi. Toilet juga banyak.","Positive","2025-11-08T05:19:23.300330Z","nesti mindh r"
152,"1","2025-11-08T05:19:28.175081Z",151,4.381,3,"Wahana sudah banyak, masuk jam 8.30, tp wahana mash banyak yg blm ready dipakai, msh proses pengecekan. Harusnya pas masuk semua udh ready , jd d dlm kita mash nganggur nungguin wahana ready","Neutral","2025-11-08T05:19:28.175081Z","anafi setyono"
153,"1","2025-11-08T05:19:35.222436Z",152,6.547,1,"High Season Lebaran 2025, Saya naik kendaran umum dari surabaya. Saya dan istri bawa @ 1 ransel karna menginap semalam di Pondok Jatim Park. Hari ke 1 kami ke museum Angkut. Hari ke 2 kami ke Jatim Park 1 dan check out dulu dari hotel. …","Neutral","2025-11-08T05:19:35.222436Z","Master-K"
154,"1","2025-11-08T05:19:40.881083Z",153,5.157,4,"Kesini bersama rombongan keluarga besar di long weekend, kondisinya cukup ramai tapi tidak sampai mengantri panjang wahana permainan. …","Neutral","2025-11-08T05:19:40.881793Z","Ipung -"
155,"1","2025-11-08T05:19:44.583833Z",154,3.251,4,"Diorama yang ada di Jatim Park 1. Bagus banget. Pengen main kesana lagi dengan orang yang sama. Semoga Allah mengizinkan. Aamiin","Positive","2025-11-08T05:19:44.583833Z","Yulina DS"
156,"1","2025-11-08T05:19:46.479417Z",155,1.498,5,"Banyak edukasi dan wahana yg seru bgt, sampe temen aku pingsan pas naik wahana 😭🤣 …","Positive","2025-11-08T05:19:46.479417Z","Heri Eko Prasetio (Herii)"
157,"1","2025-11-08T05:19:49.049984Z",156,2.056,5,"Banyak wahana nya, selain wahana ada juga edukasi. Cocok utk study tour","Positive","2025-11-08T05:19:49.049984Z","Fitrotin Azizah"
158,"1","2025-11-08T05:20:02.020440Z",157,12.485,3,"Seru banget kemarin sama temen-temen ke sini dan untungnya lagi ga begitu rame jadi bisa nyoba banyak permainan tanpa antrii. Trs skrng udah ada permainan baru tp bayar gt lagi yg kearah roller coaster gatot kaca trs akupun baru tau kalo …","Positive","2025-11-08T05:20:02.020440Z","Nasywa Rahmalia"
159,"1","2025-11-08T05:20:24.518926Z",158,21.986,4,"tolong untuk tim jatimpark 1 agar memberi informasi di Instagram kalau sedang ada wahana yang maintenance atau akan ada wahana baru,saya 2 kali kesana belum bisa nyoba wahana flying tornado padahal pengen banget trus juga mesti ada wahana …","Neutral","2025-11-08T05:20:24.518926Z","Abdul Harits"
160,"1","2025-11-08T05:20:26.241745Z",159,1.237,5,"Seruuuu banyak wahana. Ada edukasi juga di bagian awal. Oh iya ada singa putih juga, gemas.","Positive","2025-11-08T05:20:26.241745Z","Ulinatul Asfiyah"
161,"1","2025-11-08T05:20:31.852949Z",160,5.181,4,"Wahana edukasi dan rekreasi yang sangat cocok untuk segala usia dari anak - anak sampai dewasa, pertama masuk akan disuguhkan galeri etnik nusantara dimana terdapat model, dioarama dan peraga tentang Indonesia, kemudian setelah itu …","Positive","2025-11-08T05:20:31.852949Z","Rizki Ilham"
162,"1","2025-11-08T05:20:46.601755Z",161,14.316,3,"Jika memang wahana permainan yg sangat diminati pengunjung ada perbaikan pada hari itu sebaiknya harga tiket jangan disamakan dengan harga ketika semua wahana bisa digunakan","Positive","2025-11-08T05:20:46.601755Z","Heri Eko"
163,"1","2025-11-08T05:20:51.600965Z",162,4.524,5,"Tempat nya bersih dilengkapi dengan banyak fasilitas seperti toilet, Musholla, tempat pijat,dll. Pemandu nya ramah dan sopan tempat nya juga sejuk dan sangat luas, terdapat banyak sekali wahana yang asik namun tetap mengutamakan keamanan, …","Positive","2025-11-08T05:20:51.600965Z","cipa anakcantik"
164,"1","2025-11-08T05:20:54.990665Z",163,2.957,5,"Tempat liburan yg cocok utk segala usia. Banyak sekali wahananya mulai dr yg slow sampai yg extreme. Ruang terbuka jd harus sedia payung atau jas hujan ketika musim hujan Krn minim tempat berteduh. Harga tiket terusan museum tubuh Rp 125.000 sudah include semua wahana.","Positive","2025-11-08T05:20:54.990665Z","githa bietha"
165,"1","2025-11-08T05:20:59.499449Z",164,3.988,4,"Semua pasti sudah paham; jika anda ingin berlibur di tempat wahana maka Jatim Park 1 selalu recommended dan favorit.","Positive","2025-11-08T05:20:59.499449Z","Mr. Hero"
166,"1","2025-11-08T05:21:01.775476Z",165,1.784,5,"Sangat lengkap wahananya. Wahana banyak yang baru, semakin seru.
Sangat cocok untuk belajar sambil liburan.","Positive","2025-11-08T05:21:01.775476Z","JULI ISWANDI"
167,"1","2025-11-08T05:21:05.088452Z",166,2.822,5,"Belajar budaya yang beragam di Indonesia. Liat Macam-macam kerajaan, suku, dan banyak lagi yang lain. Luar biasa.
Ditambah masuk ke Museum Tubuh, kita belajar bagian-bagian tubuh manusia, dari …","Positive","2025-11-08T05:21:05.088452Z","Adhi Cahyono (Acken)"
168,"1","2025-11-08T05:21:08.293522Z",167,2.752,4,"Untuk tempatnya worth it dengan htm pada saat berkunjung 125k udah include semua wahana. Kalau bisa semuanya di coba biar gak rugi meskipun antri wahana ada yg panjang, kaya roller coaster yg himalaya antri 25 an menit. Tapi yg sangat …","Positive","2025-11-08T05:21:08.293522Z","Anjarnht"
169,"1","2025-11-08T05:21:11.978876Z",168,3.163,4,"Jatim Park 1 di Kota Batu adalah destinasi wisata edukasi dan hiburan yang sangat menarik! Tempat ini cocok untuk semua usia dengan berbagai wahana seru, museum edukatif, hingga taman bermain. Fasilitasnya lengkap, lokasi strategis, dan harga tiket terjangkau. Pengalaman liburan yang menyenangkan! 🌟 …","Positive","2025-11-08T05:21:11.978876Z","M Fajar Aflah"
170,"1","2025-11-08T05:21:13.987571Z",169,1.496,5,"Tempat wisata, taman hiburan yg mengedukasi.
Tracknya panjang sekali, sampai kaki pegal rasanya 😂
Nice place. …","Positive","2025-11-08T05:21:13.987571Z","Ummu BANYUhening"
171,"1","2025-11-08T05:29:00.383285Z",170,465.496,4,"Memang seru sih tapi baju basah ku yang tas hijau ketinggalan disitu pengen ambil udah telat ,tolong kasih fasilitas rak barang hilang","Neutral","2025-11-08T05:29:00.383285Z","Rafa Subhan"
172,"1","2025-11-08T05:29:07.311689Z",171,6.333,1,"Jadi hari ini kita lagi nyoba yg ke 3x nya ke jp1 tapi untuk yg ke 3 ini sangat kecewa sekali karena banyak tempat wahana yg maintenace semua perbaikan saya kira cuma 1/2 wahana aja atau tempat ternyata semuanya dan kita para pengunjung …","Negative","2025-11-08T05:29:07.311689Z","Alif Agita"
173,"1","2025-11-08T05:29:12.070764Z",172,4.274,4,"Jatim park satu lebih banyak wahana permaianan dan wahana edukasi kalau hewan hewanya masih banyak yg jatimpark 2","Positive","2025-11-08T05:29:12.070764Z","M.FATKHUR ROZI"
174,"1","2025-11-08T05:29:15.703083Z",173,3.18,5,"Tempat wisata yang bagus, menarik untuk dikunjungi, harga terjangkau","Positive","2025-11-08T05:29:15.703083Z","rumwulan purnami"
175,"1","2025-11-08T05:29:20.556584Z",174,4.373,4,"Second time ke sini. Dan masih sama serunya. Sama kyk dulu ada beberapa wahana yg ga dioperasikan. Dan ada beberapa permainan yg diganti. Lalu di sana ada byk mas2 pekerja, Alhamdulillah mereka ga cat calling. …","Positive","2025-11-08T05:29:20.556584Z","Enviidii"
176,"1","2025-11-08T05:29:26.570454Z",175,5.511,4,"Tempat rekreasi yang lengkap untuk keluarga.. Selain terdapat wahana permainan dan waterpark yang memanjakan anak2, kita juga disuguhkan oleh pengetahuan tentang berbagai ilmu dan budaya nusantara. Untuk tiket lebih murah membeli lewat aplikasi online. Weekday 65k, weekend 95k.","Positive","2025-11-08T05:29:26.570454Z","Bayu Indria Widiatmoko"
177,"1","2025-11-08T05:29:32.911051Z",176,5.863,3,"Bawa anak 5-10 tahun agar lebih berhati-hati disini. Perhatikan keselamatan putra putri anda sebelum menaiki wahana.
Wahananya banyak yang uzur dan sepertinya wahana banyak yang gak layak …","Negative","2025-11-08T05:29:32.911051Z","Issor Onitnelav"
178,"1","2025-11-08T05:29:36.527598Z",177,3.17,5,"Tempat rekreasi yg sangat luas di Malang, banyak wahana permainan buat anak dan dewasa.","Positive","2025-11-08T05:29:36.527598Z","nungky g"
179,"1","2025-11-08T05:29:40.468652Z",178,3.441,4,"Beberapa kali ke sini..
cuma baru kasih Review..
Tempatnya selalu menyenangkan.. wahananya banyak.. …","Positive","2025-11-08T05:29:40.468652Z","Verocha Lia"
180,"1","2025-11-08T05:29:49.709048Z",179,8.781,4,"Rekreasi yg sudah tidak asing lagi bagi penduduk warga provinsi Jawa timur kota batu. Jawa timur Park 1,2 dan 3. Dengan beda2 konsep untuk menghibur setiap pengunjung yang datang ke wahana Jawa timur Park (Jatim Park).","Positive","2025-11-08T05:29:49.709048Z","Gatot Sunarto"
181,"1","2025-11-08T05:30:08.529464Z",180,5.688,5,"Pilihan destinasi tepat buat ngajarin anak ttg budaya Indonesia & science. Lbh byk museumnya jd anak bs belajar ttg luasnya indonesia & ilmu pengetahuan alamnya. Wahana permainan jg lengkap buat anak2","Positive","2025-11-08T05:30:08.529464Z","Maya Anggraeni"
182,"1","2025-11-08T05:30:12.960449Z",181,3.913,5,"Tempat sangat luas, pasarnya juga harganya lumayan murce, permainannya banyak tapi sayang tempat parkir kadangnya jauh","Positive","2025-11-08T05:30:12.960449Z","Ajeng Wulandari"
183,"1","2025-11-08T05:30:14.923164Z",182,1.526,4,"Tempat wisata yang penuh dengan edukasi, banyak wahana yang siap menantang adrenalin mu","Positive","2025-11-08T05:30:14.923164Z","Ajeng Ayresta Sakti"
184,"1","2025-11-08T05:30:19.499005Z",183,4.052,5,"Taman bermain impian sejak kecil, meskipun udah dewasa pun tetep seneng main kesini. harga tiket cukup terjangkau, area sangat luas, wahana juga selalu update dan sepertinya sudah bertambah, banyak ilmu pengetahuan juga buat anak anak di …","Positive","2025-11-08T05:30:19.499005Z","yovanka adam"
